"product","brand","category"
"sri ram textiles & readymades","sri ram textiles & readymades","retail outlets-clothing/textiles/fashion"
"ret swaraj tractor (sri ram tractors)","sri ram tractors","ret auto-tractors"
"sri ram trading co (chhabra)","sri ram trading co (chhabra)","retail outlets-others"
"sri ram tubes (ponneri)","sri ram tubes (ponneri)","corporate-industrial/b2b"
"sri ram tutorial clg","sri ram tutorial clg","educ-coaching centre/comp exam"
"sri rama infra projects","sri rama infra projects","properties/real estates"
"sri rama jewellery mart","sri rama jewellery mart","retail outlets-jewellers"
"arisimart.com","sri rama krishna traders","ecom-food/grocery"
"sri rama nadi jyothisalayam","sri rama nadi jyothisalayam","astrologers"
"srvk eng medium sch-sh","sri rama vidya kendra","educ-schools"
"sri rama vidyakendra sch-sh","sri rama vidyakendra trust","educ-schools"
"sri ramachandra inst of hr educ & res-ml","sri ramachandra medical clg & research inst","educ-multiple courses"
"sri ramakrishna clg of arts&sc wom-ml","sri ramakrishna clg of arts&sc","educ-multiple courses"
"srk hospital (sri ramakrishna hosp-jpr)","sri ramakrishna hosptial (jpr)","hospital/clinics"
"sri ramalingeshwara hattina sahakari sangha niyami","sri ramalingeshwara hattina sahakari sangha niyami","associations/social/cultural org"
"cow & calf brand rice","sri ramalingeswar modern rice","packaged rice"
"sri cow & calf idly ravva","sri ramalingeswara modern rice mill","instant mix"
"sri cow & calf rice","sri ramalingeswara modern rice mill","packaged rice"
"sri ramchandra hospital (chn)","sri ramchandra hospital (chn)","hospital/clinics"
"sri ramco digital graphics","sri ramco digital graphics","prof serv-others"
"shri ram katha","sri ramkatha ayojan samiti","events-others"
"sri ramkrishna palace","sri ramkrishna palace","banquets"
"sri ramswaroop mem university-ml","sri ramswaroop mem grp of clgs","educ-multiple courses"
"sri rangapoopathi grp of inst-ml","sri rangapoopathi educ & charit trust","educ-multiple courses"
"sri rangapoopathi intl sch-sh","sri rangapoopathi intl sch","educ-schools"
"excel clg of physiotherapy & research centre-md","sri rangaswamy education trust","educ-medical colleges"
"excel clg of architechture&planning-ml","sri rangaswamy education trust","educ-multiple courses"
"excel clg of commerce & sci-ml","sri rangaswamy education trust","educ-multiple courses"
"excel clg of engg & tech-ml","sri rangaswamy education trust","educ-multiple courses"
"excel clg of pharmacy-md","sri rangaswamy education trust","educ-medical colleges"
"excel polytechnic clg-ml","sri rangaswamy education trust","educ-multiple courses"
"excel educational inst","sri rangaswamy education trust","educ-coaching centre/comp exam"
"excel buss sch-sh","sri rangaswamy education trust","educ-schools"
"sri rani sati dadi mandir sthapana","sri rani sati dadi mandir","events-others"
"sri ravindranath tagore pu clg (vijaypur)-sh","sri ravindranath tagore pu clg (vijaypur)","educ-schools"
"sri rawatpura sarkar inst-ml","sri rawatpura sarkar lok kalyan","educ-multiple courses"
"sri ram katha","sri rawatpura sarkar lok kalyan","events-others"
"excel group of inst (sri rengaswamy)-ml","sri rengaswamy educational trust","educ-multiple courses"
"excel group of inst (sri rangaswamy)-ml","sri rengaswamy educational trust","educ-multiple courses"
"cb-madhur sugar-bhool bhulaiyaa 3","sri renuka sugars ltd","sugar"
"madhur sugar","sri renuka sugars ltd","sugar"
"sri renuka yellamma thalli jyothishalayam","sri renuka yellamma talli jyothishalayam","astrologers"
"sri renuka yellamma talli jyothishalayam","sri renuka yellamma talli jyothishalayam","astrologers"
"sri renukamata mul st coop urb-banking any where","sri renukamata mul st coop urb crd soc l","banking-anywhere banking"
"sri renukamata mul st coop sulabh loan yojana","sri renukamata mul st coop urb crd soc l","loans-personal/professional"
"sri renukamata mul st coop urb crd soc-fd","sri renukamata mul st coop urb crd soc l","fixed deposits"
"sri renukamata mul st coop urb crd soc","sri renukamata mul st coop urb crd soc l","nbfcs-corporate"
"rpm lungis & nighties","sri rpm lungi company","readymade garments"
"rpm lungi","sri rpm lungi company","readymade garments"
"sri rudram daivika vastu nilayam","sri rudram daivika vastu nilayam","astrologers"
"sri sadguru santvarya yogiraj s m trust","sri sadguru santvarya yogiraj s m trust","temples/spiritual"
"sri sadgurudev geeta dham","sri sadgurudev geeta dham","temples/spiritual"
"sri sahstrabahu kalchuri mahasabha","sri sahstrabahu kalchuri mahasabha","events-others"
"sri sai balaji developers","sri sai balaji developers","properties/real estates"
"sri sai bharath group of inst-ml","sri sai bharath group of inst","educ-multiple courses"
"sri sai chowk mitra mandal","sri sai chowk mitra mandal","associations/social/cultural org"
"sri sai clinic dental and medical centre","sri sai clinic dental and medical centre","hospital/clinics"
"sri sai developers & realtors","sri sai developers & realtors","properties/real estates"
"sri sai developers and promoters","sri sai developers and promoters","properties/real estates"
"suraksha gas geysers","sri sai enterprises","geysers/water heaters"
"sri sai estates & infra","sri sai estates & infra","properties/real estates"
"sri sai gayathri devi temple","sri sai gayathri devi temple","temples/spiritual"
"sri sai gold palace","sri sai gold palace","retail outlets-jewellers"
"sri sai grand tex","sri sai grand tex","retail outlets-clothing/textiles/fashion"
"sri sai hospital (jbl)","sri sai hospital (jbl)","hospital/clinics"
"bluvie","sri sai industries (tiruvannamalai)","sanitary napkins"
"ginni advanced cookware","sri sai industries pukhraya kanpur","kitchen wares"
"sri sai inst of tech & sci-ml","sri sai inst of tech & sci","educ-multiple courses"
"sri sai kakatiya developers","sri sai kakatiya developers","properties/real estates"
"sri sai krishna agency (banswada)","sri sai krishna agency (banswada)","corporate/brand image"
"sri sai krishna marbles & granites","sri sai krishna marbles & granites","retail outlets-building material/systems"
"shree mangalam town","sri sai mangalam farm","properties/real estates"
"social message-swadesh news","sri sai media pvt ltd","social advertisements-ngos"
"bhavya abhinandan samaroh","sri sai media pvt ltd","events-media"
"sanatan samagam","sri sai media pvt ltd","events-media"
"sri sai paradise co-operative soc","sri sai paradise co-operative soc ltd","nbfcs-corporate"
"srisaipoojasamagri.com","sri sai pooja samagri","ecom-other services"
"sri sai pooja samagri","sri sai pooja samagri","retail outlets-others"
"sri sai properties/as properties and promoters","sri sai properties/as properties and promoters","properties/real estates"
"sai rajeswari inst of technology-eg","sri sai rajeswari educational society","educ-engineering colleges"
"anurag turmeric powder","sri sai sales corporation","spices"
"anurag pooja oil","sri sai sales corporation","edible oil"
"sri sai satyanga nilayam (guduru)","sri sai satyanga nilayam (guduru)","temples/spiritual"
"gold premium refined sunflower oil","sri sai shivanagere agrotech","edible oil"
"sri sai subrahmanyeswra oils traders","sri sai subrahmanyeswra oils traders","associations/social/cultural org"
"sri sai suman developers","sri sai suman developers","properties/real estates"
"sri sai teja developers","sri sai teja developers","properties/real estates"
"sri sai tile & hardware","sri sai tile & hardware","retail outlets-building material/systems"
"ret kag tiles (sri sai tiles and paints)","sri sai tiles and paints","ret tiles & floorings"
"sri sai travel times (blr)","sri sai travel times (blr)","travel & tourism"
"sri sai university-ml","sri sai university","educ-multiple courses"
"sri sai vandana charitable trust","sri sai vandana charitable trust","associations/social/cultural org"
"sri sai vignan bharati jr & deg clg-ml","sri sai vignan bharati clg","educ-multiple courses"
"sri saibaba devsthan","sri saibaba devsthan","events-others"
"central pharmacity (sri sai deekshita)","sri saideekshitha developers","properties/real estates"
"hari har township (sri sai deekshitha)","sri saideekshitha developers","properties/real estates"
"sri saideekshitha developers","sri saideekshitha developers","properties/real estates"
"nandi hills farm land","sri saideekshitha developers","properties/real estates"
"sri saikrishna groups","sri saikrishna groups","corporate/brand image"
"sri sainath seva samiti (thane)","sri sainath seva samiti (thane)","temples/spiritual"
"sairam sdg action program","sri sairam high schs","educ-events"
"sri sairam mandiram (chintal)","sri sairam mandiram (chintal)","temples/spiritual"
"sri saiva kshetra vanitha shakti international","sri saiva kshetra vanitha shakti international","associations/social/cultural org"
"thangam ginelly oil","sri sakthi balaji oil mills","edible oil"
"thangam edible oil","sri sakthi balaji oil mills","edible oil"
"sri swarnakarshana bairavashahita lakshimikubhera","sri sakthi peetham","events-others"
"sri sakthi tiles (mdr)","sri sakthi tiles (mdr)","retail outlets-building material/systems"
"sri samajhik utkarsh sahay samiti (unjha)","sri samajhik utkarsh sahay samiti (unjha)","associations/social/cultural org"
"sri samakka sarakka jothisyalayam","sri samakka sarakka jothisyalayam","astrologers"
"mega brahmin business summit","sri samast gujarat brahm samaj","events-conferences/seminars"
"sri sametshikhar taleti tirth","sri sametshikhar taleti tirth","temples/spiritual"
"sri sammakka saraka jyothishalayam","sri sammakka saraka jyothishalayam","astrologers"
"sri sammakka sarakka astrology","sri sammakka sarakka astrology","astrologers"
"sri sammakka sarakka poleramma thalli jyothishalay","sri sammakka sarakka poleramma thalli jyothishalay","astrologers"
"sri sammakka saralamma jyothishalayam","sri sammakka saralamma jyothishalayam","astrologers"
"sri samskruti sch (kandukur)-sh","sri samskruti sch (kandukur)","educ-schools"
"sri saneshwara swami temple (tumkur)","sri saneshwara swami temple (tumkur)","temples/spiritual"
"sri sani bhagavan iyanthiram","sri sani bhagavan iyanthiram","astrologers"
"aakaa idly chilly powder","sri sanjai food industries","instant mix"
"aakaa rava dosa maavu","sri sanjai food industries","instant mix"
"aakaa adhirasam maavu","sri sanjai food industries","instant mix"
"aakaa paniyaram mix","sri sanjai food industries","instant mix"
"aakaa aappam maavu","sri sanjai food industries","instant mix"
"aakaa seedai maavu","sri sanjai food industries","instant mix"
"aakaa puttu maavu","sri sanjai food industries","instant mix"
"sri sanjeevi hospital","sri sanjeevi hospital","hospital/clinics"
"dahi handi (sri sankalp pratisthan)","sri sankalp pratisthan","events-others"
"saro international sch-sh","sri sankara educational institutions","educ-schools"
"saro international-sh","sri sankara educational institutions","educ-schools"
"sri sankara japanese language & trg consult-vc","sri sankara japanese language & trg consult","educ-vocational training inst"
"sri sankara matric hr sec sch-sh","sri sankara matric hr sec sch","educ-schools"
"dr babasaheb ambedkar open univ-gv","sri sanskar edu & charit trust","educ-govt universities/colleges"
"bhavya dussehra melva (ghat)","sri sant bhagwanbaba smarak mandir trust","events-others"
"sri sant gadge maharaj mission","sri sant gadge maharaj mission","associations/social/cultural org"
"syska led lights","sri sant kripa appliances","lighting products"
"syska bldc fans","sri sant kripa appliances","fans"
"syska wires","sri sant kripa appliances","wires & cables"
"syska fans","sri sant kripa appliances","fans"
"sri sant nagebaba multistate gold loan","sri sant nagebaba multistate urb cre soc","loans-mortgage"
"sri sant nagebaba multistate-n pey","sri sant nagebaba multistate urb cre soc","banking-anywhere banking"
"sri sant savata mali mandala","sri sant savata mali mandala","associations/social/cultural org"
"sri santhoshimata jyothishalayam","sri santhoshimata jyothishalayam","astrologers"
"sri santhoshimata jyotishyalayam","sri santhoshimata jyotishyalayam","astrologers"
"sri santosh bandurkar va mitra parivar","sri santosh bandurkar va mitra parivar","associations/social/cultural org"
"sri santoshimata jyothishalayam","sri santoshimata jyothishalayam","astrologers"
"wesnil plus ayurvedic powder","sri saptashrungi ayurvedic co","otc products range"
"kunigal valley intl res sch-sh","sri sapthagiri seva sabha trust","educ-schools"
"sri saraswathi iit neet academy","sri saraswathi iit neet academy&jr clg","educ-coaching centre/comp exam"
"sri saraswathi javuli stores","sri saraswathi javuli stores","retail outlets-clothing/textiles/fashion"
"sri saraswathi vidyasamsthalu-ot","sri saraswathi vidyasamsthalu","educ-other courses"
"indrashil university-ml","sri saraswati educ sansthan","educ-multiple courses"
"sri sarvodaya agencies (eluru)","sri sarvodaya agencies (eluru)","retail outlets-home/interiors/furniture"
"sri sastha appalam","sri sastha appalam","papads"
"sri satachandi maha rudrayam and dussehra celebrat","sri satachandi maha rudrayam and dussehra celebrat","events-others"
"aj gold rice bran oil","sri sathi pothareddy & sons","edible oil"
"sri sathya sai central trust","sri sathya sai central trust","associations/social/cultural org"
"sri sathya sai homes","sri sathya sai homes","properties/real estates"
"sri sathya sai academy of management excellence-mg","sri sathya sai orphanage trust","educ-coaching centre/comp exam"
"navajeevanam saujanya dialysis centre","sri sathya sai orphanage trust","hospital/clinics"
"sri sathya sai orphanage trust","sri sathya sai orphanage trust","associations/social/cultural org"
"sri sathya shaneshwara swamy temple","sri sathya shaneshwara swamy temple","temples/spiritual"
"sri sathyam jr clg-sh","sri sathyam jr clg","educ-schools"
"sri satya ganesh digital studio","sri satya ganesh digital studio","studio/processing"
"balagopal/brindavanam brand rice","sri satya krishna modern rice mill","packaged rice"
"666 brand rice","sri satya krishna modern rice mill","packaged rice"
"ret maruti suzuki arena (sri satya sai)","sri satya sai","ret auto-cars"
"ret maruti car (srisatyasai automobile)","sri satya sai automobiles pvt ltd","ret auto-cars"
"sri satya sai infrastructure","sri satya sai infrastructure","properties/real estates"
"rojgar mela (sri satya sai univ of tech & med sci)","sri satya sai univ of tech & med sci","educ-events"
"sri satya sai univ of tech & med sci-ml","sri satya sai univ of tech & med sci","educ-multiple courses"
"sri satya shirdi sai baba mandir (gnt)","sri satya shirdi sai baba mandir (gnt)","temples/spiritual"
"sri satyadeva digital photo studio","sri satyadeva digital photo studio","studio/processing"
"sri satyadeva nursery","sri satyadeva nursery","retail outlets-agriculture"
"vishal jaljhulmi ekadashi mela","sri savaliyaji mandir mandal","events-others"
"sri savaliyaji mandir mandal","sri savaliyaji mandir mandal","temples/spiritual"
"sri savithru infra projects","sri savithru infra projects (india) pvt ltd","properties/real estates"
"vishal jalzuluni ekadashi mela","sri sawaliyaji mandir mandal","events-others"
"sri seetarana chandra swamy temple","sri seetarana chandra swamy temple","associations/social/cultural org"
"sri senthur cement works","sri senthur cements pvt ltd","cement"
"sri sesha sai herbals products","sri sesha sai herbals","ecom-online shopping"
"sri sevagiri maharaj rathotsav","sri sevagiri maharaj devasthan trust","events-others"
"sri shakthi golden city","sri shakthi group","properties/real estates"
"sri shakti health care","sri shakthi health care","hospital/clinics"
"sri shakthi murugan furniture and electronics","sri shakthi murugan furniture and electronics","miscellaneous"
"sri shakti health care","sri shakti health care","hospital/clinics"
"sri shakti mahotsavam","sri shakti mahostavam","associations/social/cultural org"
"sri varahi navaratrulu","sri shakti peetam","events-others"
"sri shaktipeetam jyothishalayam","sri shaktipeetam jyothishalayam","astrologers"
"sri shaktipeetam jyotishyalayam","sri shaktipeetam jyotishyalayam","astrologers"
"sri shaktipeetha jyothishalayam","sri shaktipeetha jyothishalayam","astrologers"
"sri shaktipeetha ujjani choudeshwari jatra mahotsa","sri shaktipeetha ujjani choudeshwari jatra mahotsa","associations/social/cultural org"
"sri shani shakthi dham","sri shani shakthi dham","temples/spiritual"
"sri trisul orid dall/idly ravva","sri shankar dal & general merchants","food products range"
"sri trisul orid dall/idli rava","sri shankar dal & general merchants","food products range"
"bagchi sri shankara cancer centre & research cent","sri shankara cancer foundation","hospital/clinics"
"shankara cancer hospitals","sri shankara cancer foundation","hospital/clinics"
"sri shankaracharya netralay avam bal viday niketan","sri shankaracharya netralay avam bal viday niketan","associations/social/cultural org"
"sri shanmugam jewellers","sri shanmugam jewellers","retail outlets-jewellers"
"chennis white shirts","sri shanmugavel mills (p) ltd","readymade garments"
"chennis readymade","sri shanmugavel mills (p) ltd","readymade garments"
"sri shanmugha educ inst-ml","sri shanmugha educ & charitable trust","educ-multiple courses"
"sri shanthi sarees","sri shanthi sarees","retail outlets-clothing/textiles/fashion"
"sri sharada intl sch and pu clg-sh","sri sharada foundation trust","educ-schools"
"sri sharada utsav","sri sharada foundation trust","educ-events"
"sri sharada grp on inst (lck)-ml","sri sharada grp on inst (lck)","educ-multiple courses"
"sharma tmt sariya","sri sharma steel rolling mills","building materials/systems"
"sharma super xd 550","sri sharma steel tech india private limited","building materials/systems"
"sharma super xd550","sri sharma steel tech india private limited","building materials/systems"
"sri sharma sweets and bakery","sri sharma sweets and bakery","retail outlets-food"
"shetty group of inst-ml","sri shetty sangappa mem trust","educ-multiple courses"
"sri shirdi sai anantha alayam","sri shirdi sai anantha alayam","temples/spiritual"
"sri shirdi sai baba alayam (srk)","sri shirdi sai baba alayam (srk)","temples/spiritual"
"sri shirdi saibaba ananda temple","sri shirdi saibaba ananda temple","temples/spiritual"
"sri shirdi sairam mandiram (hyd)","sri shirdi sairam mandiram (hyd)","temples/spiritual"
"sri shiv archana jewellers & bankers","sri shiv archana jewellers & bankers","retail outlets-jewellers"
"sri shiva durga temple","sri shiva durga temple","temples/spiritual"
"hi life super speciality hospital","sri shiva likhitha hospitals pvt ltd","hospital/clinics"
"sri shiva sakthi jyothishalayam","sri shiva sakthi jyothishalayam","astrologers"
"sri shiva sakthi jyothishyalayam","sri shiva sakthi jyothishyalayam","astrologers"
"sri gurushakti dham","sri shivkrupanand swami foundation","temples/spiritual"
"guru tattva","sri shivkrupanand swami foundation","events-others"
"sri shivparvati sarvajanik vikas trust","sri shivparvati sarvajanik vikas trust","associations/social/cultural org"
"ret western bs king 666 (sri shyam beej bhandar)","sri shyam beej bhandar","ret seeds/planting material"
"sri shyam mandir comm (khatushyamji)","sri shyam mandir comm (khatushyamji)","temples/spiritual"
"shri khatu shyamji lakhi mela","sri shyam mandir commitee","events-others"
"sri shyam mandir committee","sri shyam mandir commitee","temples/spiritual"
"sri shyam pipe industries","sri shyam pipe industries","corporate-industrial/b2b"
"sri siddeshwara p u clg-sh","sri siddartha vidya samsthe","educ-schools"
"sri siddhalingeshwara gadduge matha","sri siddhalingeshwara gadduge matha","associations/social/cultural org"
"sri siddhanath nag sah pat","sri siddhanath nag sah pat","nbfcs-corporate"
"sanganabasava intl residential sch & pu clg-sh","sri siddheshwar samsthe","educ-schools"
"kcp royal rice","sri siddhi rameswar agro industries","packaged rice"
"sri siddhi vinayak property & developers","sri siddhi vinayak property & developers","properties/real estates"
"sri siddhi vinayak property developers","sri siddhi vinayak property developers","properties/real estates"
"sri siddhi vinayaka jyotisha","sri siddhi vinayaka jyotisha","astrologers"
"ps brand gingelly oil","sri siddi vinayaka traders","edible oil"
"sri sigandhoor chowdeshwari jyothishya mandira","sri sigandhoor chowdeshwari jyothishya mandira","astrologers"
"sri sigandur chowdeshwari jyothishyaru","sri sigandhoor chowdeshwari jyothishyaru","astrologers"
"iiism (intl inst of indus safety mgmt)-vc","sri sigandureshwari educational&charit trust","educ-vocational training inst"
"temple city (sri sindhu priya developers)","sri sindhu priya developers","properties/real estates"
"tukso instant non veg pickle powder","sri siva datta traders","instant mix"
"tukso cashew poppy mix powder","sri siva datta traders","food products range"
"sri sai ganapathy villa","sri siva sakthi & brothers","properties/real estates"
"sri sk natraj/smt lakshmi natraj","sri sk natraj/smt lakshmi natraj","gen-personal greetings/announcements"
"sri vishvapriya ayur chikit & panch & res centre","sri smaran ayurved seva pratishthan","hospital/clinics"
"sns innovation hub-ot","sri sns charitable trust","educ-other courses"
"sns group of clg-ml","sri sns charitable trust","educ-multiple courses"
"sns educ inst-ml","sri sns charitable trust","educ-multiple courses"
"bhavya mela","sri sonana khetlaji juni dhaam","events-others"
"sri sonana khetlaji mahamandal","sri sonana khetlaji mahamandal","associations/social/cultural org"
"lakki mela","sri sonana khetlaji trust","events-others"
"sri sornalakshmi jothida nilayam","sri sornalakshmi jothida nilayam","astrologers"
"fortune one","sri sreenivasa constructions (dsr group)","properties/real estates"
"sri sri tattva premium kachi ghani mustard oil","sri sri ayurveda trust","edible oil"
"sri sri tattva personal care products","sri sri ayurveda trust","personal care/health&wellness products"
"sri sri tattva immunity building kit","sri sri ayurveda trust","personal care/health&wellness products"
"sri sri ayurveda sudanta toothpaste","sri sri ayurveda trust","tooth pastes"
"sri sri ayurveda vedanantaka vati","sri sri ayurveda trust","otc products range"
"sri sri tattva cows pure ghee","sri sri ayurveda trust","ghee"
"sri sri tattva food products","sri sri ayurveda trust","food products range"
"sri sri ayurveda oorja","sri sri ayurveda trust","vitamins/tonics/health supplem"
"srisritattva.com","sri sri ayurveda trust","ecom-online shopping"
"sri sri baba loknath brahmachari mahaman","sri sri baba loknath brahmachari mahaman","temples/spiritual"
"maa bhagwati ka vishal jagaran avam bhandara","sri sri bhimashankar sewa samiti","events-others"
"sri sri chakraborty(astrologer","sri sri chakraborty(astrologer","astrologers"
"sri sri chandrashekar swamiji","sri sri chandrashekar swamiji","astrologers"
"sri sri dadaji maharaj","sri sri dadaji maharaj","temples/spiritual"
"sri sri holistic hospitals","sri sri holistic hospitals","hospital/clinics"
"sri sri kodadevatala jyothishyalayam","sri sri kodadevatala jyotishyalayam","astrologers"
"sri sri kodadevatala jyothishalayam","sri sri kodadevatala jyotishyalayam","astrologers"
"sri sri kodadevatala jyotishyalayam","sri sri kodadevatala jyotishyalayam","astrologers"
"sri sri radha raman bihari temple","sri sri radha raman bihari temple","temples/spiritual"
"aarogyakkagi amruta (sscasr)","sri sri ravishankar vidya mandir trust","educ-events"
"sri sri academy-sh","sri sri ravishankar vidya mandir trust","educ-schools"
"sri sri shivakeshava pratishtapana mahotsav","sri sri shivakeshava pratishtapana mahotsav","temples/spiritual"
"sri sri sri bhramarambika jyotishyalayam","sri sri sri bhramarambika jyotishyalayam","astrologers"
"sri sri sri brmanikamalikarjun swami devastan","sri sri sri brmanikamalikarjun swami devastan","temples/spiritual"
"sri sri sri dr balagangadhara swamy mul spl hosp","sri sri sri dr balagangadhara swamy mul spl hosp","hospital/clinics"
"sri sri sri nookambika ammavari devastan","sri sri sri nookambika ammavari devastan","temples/spiritual"
"sri sri sri panchamukha anjaneya swamy devalayam","sri sri sri panchamukha anjaneya swamy devalayam","temples/spiritual"
"sri sri sri pattabhi ramachndraswamy temple","sri sri sri pattabhi ramachndraswamy temple","temples/spiritual"
"sri sri sri poleramma ammavari devastanamu","sri sri sri poleramma ammavari devastanamu","events-others"
"sri sri sri ramlingeswarswami devasthanam","sri sri sri ramlingeswarswami devasthanam","temples/spiritual"
"sri sri sri sadguru kasinayana aaradhanoutsavalu","sri sri sri sadguru kasinayana aaradhanoutsavalu","temples/spiritual"
"sri sri sri satyanarayana seva samiti","sri sri sri satyanarayana seva samiti","associations/social/cultural org"
"sri sri sri siva kesava temple","sri sri sri siva kesava temple","temples/spiritual"
"sri sri talupulamma devasthan","sri sri talupulamma devasthan","temples/spiritual"
"sri sri university-ml","sri sri university","educ-multiple courses"
"sri srikalahastieshwara swamyvari devastanam","sri srikalahastieshwara swamyvari devastanam","temples/spiritual"
"sri sarada peetham sringeri","sri sringeri sharada peetham","temples/spiritual"
"sri shatachandi yagamu","sri sringeri sharada peetham","events-others"
"ret john deere tractor (sri srinivasa auto agency)","sri srinivasa auto agency","ret auto-tractors"
"scoops ice cream (sri srinivasa dairy)","sri srinivasa dairy prod p ltd","ice cream/frozen desserts"
"sri srinivasa gravity iit-ml","sri srinivasa edu inst (vuyyuru)","educ-multiple courses"
"sapthagiri inst of medi sci & res cen-md","sri srinivasa educat&charitable trust","educ-medical colleges"
"sapthagiri nps university-ml","sri srinivasa educat&charitable trust","educ-multiple courses"
"sri srinivasa upadhyay jyotishi","sri srinivasa upadhyay jyotishi","astrologers"
"sri srri acad coaching inst of engg","sri srri acad coaching inst of engg","educ-coaching centre/comp exam"
"siva pooja kumkum","sri subrahmanyeswara spices","puja material"
"sri subramanyaswamy construction","sri subramanyaswamy construction","properties/real estates"
"sri sumukha veereswara rice mill","sri sumukha veereswara rice mill","corporate/brand image"
"sursagar dairy","sri surendranagar dist coop milk prod","fmcg-corporate"
"sri surya pu clg-sh","sri surya pu clg","educ-schools"
"sri surya sakthi voluntary blood bank","sri surya sakthi voluntary blood bank","hospital/clinics"
"sri sushwani matha jain vidyalaya-sh","sri sushwani matha jain","educ-schools"
"sri swami audio center","sri swami audio center","hospital/clinics"
"sevatirth dham (vrudhashram)","sri swami hari chaitanya shanti aashram trust","associations/social/cultural org"
"jagtik krishi mahotsav (sri swami sam)","sri swami samarth kr vik san ch trust","events-agriculture"
"sgvp (sri swamina guru vishw prati)","sri swamina guru vishw prati","associations/social/cultural org"
"divya hindola utsav","sri swaminarayan gurukul (kanbha)","events-others"
"sri sweth varahi devi temple","sri sweth varahi devi temple","temples/spiritual"
"sri talupulamma ammavari jirnodharana punah pratis","sri talupulamma ammavari devasthanam","events-others"
"sri talupulamma ammavari devasthanam","sri talupulamma ammavari devasthanam","temples/spiritual"
"sri taralabalu jewellers","sri taralabalu jewellers","retail outlets-jewellers"
"sri thaila silks","sri thaila silks","retail outlets-clothing/textiles/fashion"
"sri thanga thamarai jewellery","sri thanga thamarai jewellery","retail outlets-jewellers"
"saket sch-sh (sathanur)","sri thirumal educ and charitable trust","educ-schools"
"k square/mrcl sylvan woods","sri thirumala projects & land developers","properties/real estates"
"mrcl sylvan woods","sri thirumala projects & land developers","properties/real estates"
"arasu engg clg-eg","sri thirunavukaras dhanala edu&cha trust","educ-engineering colleges"
"sri tirumala enterprises","sri tirumala enterprises","puja material"
"sri tirumala rice mill","sri tirumala rice mill","corporate/brand image"
"yeh dhartee hamaaree","sri tirumala tirupati venkateswara films","film trailor"
"sri tirupati nagri sah pats","sri tirupati nag sah pats ltd","nbfcs-corporate"
"sri trikala jyothishya peetham","sri trikala jyothishya peetham","temples/spiritual"
"sri trikamdasji maharaj sachidanand mandir","sri trikamdasji maharaj sachidanand mandir","temples/spiritual"
"sri triveni fertilizers","sri triveni fertilizers","retail outlets-agriculture"
"tasty gold lite refined sunflower oil","sri tulasi industries","edible oil"
"tasty gold natural groundnut oil","sri tulasi industries","edible oil"
"tasty gold rich rice bran oil","sri tulasi industries","edible oil"
"tasty gold oil","sri tulasi industries","edible oil"
"sri tulasi rame gowda and family","sri tulasi rame gowda and family","gen-personal greetings/announcements"
"sri uma maheshwara swami temple","sri uma maheshwara swami temple","temples/spiritual"
"sri umamaheswara devasthanam","sri umamaheswara devasthanam","temples/spiritual"
"sri uttam aata","sri uttam aata","branded atta"
"sri utturama devi uthsava","sri utturama seva trust","events-others"
"sri mahalashmi temple","sri vagdevi trust (pithapuram)","temples/spiritual"
"sri vaibhavam shopping mall","sri vaibhavam shopping mall","retail outlets-clothing/textiles/fashion"
"sri vaijnath hospital and research center","sri vaijnath hospital and research center","hospital/clinics"
"satamanotasava samabarambha","sri vaikhanasa mandali","events-others"
"sri vaishavi properties and developers","sri vaishavi properties and developers","properties/real estates"
"sri kalyana venkateswara swamy prathista mahotsav","sri vaishnava maha divya kshetra","events-others"
"sri vaishnava maha divya kshetram","sri vaishnava maha divya kshetram","temples/spiritual"
"sri vaishnavi retirement old age homes","sri vaishnavi retirement old age homes","associations/social/cultural org"
"sri vaisnavadevi jyothisyalayam","sri vaisnavadevi jyothisyalayam","astrologers"
"sri vajra developers","sri vajra developers pvt ltd","properties/real estates"
"sri vajra infra developers","sri vajra infra developers","properties/real estates"
"sri valli construction","sri valli construction","properties/real estates"
"sri valli silks","sri valli silks","retail outlets-clothing/textiles/fashion"
"sri valli subramanyeswara swamy devastan","sri valli subramanyeswara swamy devastan","temples/spiritual"
"sri valmiki jankalyan credit coop soc","sri valmiki jankalyan credit coop soc","nbfcs-corporate"
"doctor rice","sri vani foods & chemicals","packaged rice"
"sri vasanthan promoters","sri vasanthan promoters","properties/real estates"
"satya yuga srishti temple","sri vasanthasai foundations","temples/spiritual"
"sri vasavi pedathin 2 vathu peetarohana mahotasava","sri vasavi pedathin 2 vathu peetarohana mahotasava","associations/social/cultural org"
"sri vasavi thanga maaligai jewels","sri vasavi thanga maaligai jewels","retail outlets-jewellers"
"the amethyst store","sri vasavi thanga maaligai jewels","retail outlets-jewellers"
"sri vasavi thanga maligai jewe","sri vasavi thanga maligai jewe","retail outlets-jewellers"
"sri vasavi tours & travels","sri vasavi tours & travels","travel & tourism"
"sri vasishta medical academy-md","sri vasishta educ inst","educ-medical colleges"
"sri vasishta educ inst-ml","sri vasishta educ inst","educ-multiple courses"
"sri vastu shanti puja material/agarbatti","sri vastu shanti","puja material"
"sri vasuki kumaran mahal","sri vasuki kumaran mahal","domestic/buss assembly halls"
"sri vatsa caterers","sri vatsa caterers","prof serv-catering services"
"ramratri","sri vatsalya charitable trust","events-others"
